Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
1098,6,28,,,,,,,Battle of Antioch,"Bolstered by 'finding' the 'holy lance', which is to have pierced Jesus in his side as he hung on the cross. This find raises morale, the crusaders go out to fight the muslim forces and manage to win against a larger force. The muslim forces quickly break in battle because of political infighting.",,,,,,,,
1098,11,,,,,,,,Siege of Ma'arrat,"A number of crusaders split off to siege Ma'arrat al-Numan and capture it following a siege, much plundering takes place and canibalism is rumoured to have taken place.",,,,,,,,
1099,6,7,,1099,7,15,,,Siege of Jerusalem,Crusaders have difficulties getting wood to build siege engines.,,,,,,,,
1099,7,15,,,,,,,Slaughter of Jerusalem,Many muslims inside Jerusalem are ruthelessly slaughtered as well as jews.,,,,,,,,
1099,7,22,,,,,,,Kindom of Jerusalem founded,Godfrey becomes first king of Jerusalem.,,,,,,,,
1104,,,,,,,,,Bohemont returns to Europe,"Bohemont returns to europe to start a recruitment drive for more crusaders to help, this time against Byzantium.",,,,,,,,
1108,,,,,,,,,Bohemont subject to Byzantium,"Byzantine empire proves to strong, Bohemont becomes a vassal and is exiled from the holy lands.",,,,,,,,
1119,6,28,,,,,,,Field of Blood,Crusader armies of Antioch are annihilated by muslim ruler of Aleppo. Weakening but not destroying Antioch.,,,,,,,,
1119,,,,,,,,,Knights Templar founded,,,,,,,,,
1144,11,24,,,,,,,Edessa falls to Zengi,The muslim ruler of Mosul and Aleppo conquers Edessa from the crusaders and puts the crusader states in a tough position.,,,,,,,,
1146,,,,1148,,,,,"Second Crusade
",,,,,,,,,
1146,3,1,,,,,,,2nd crusade Bill,The pope reissues a papall bull supporting a second crusade,,,,,,,,
1146,3,31,,,,,,,Bernard rouses for crusade,"Bernard of Clairvaux, on behalf of the pope, goes around France and Germany and rouses people into wanting to join the second crusade, fashioning crosses out of cloth and even getting nobility to join in the crusade",,,,,,,,
1147,5,,,,,,,,Germans/French depart,"The germans and 1 month later the French depart to constantinople by land for the second crusade. The French are led by Louis, king of france, the germans by ",,,,,,,,
1147,10,25,,,,,,,Germans routed Dorylaeum,"After the germans make it through the Byzantine empire and refuse to wait for the French, they march through arid desert land all the while being assaulted by Turks. Not having enough supplies and harassed by horse archers they take many casualties at the second battle of Dorylaeum. They stumble back out of the desert with around 90% casualty rate.",,,,,,,,
1147,11,,,,,,,,French move to Lycus,"Taking the route close to the coast, the French have a safter passage than the Germans. However they do face one large loss at the battle of Mount Cadmus, where the vanguard gets seperated from the rest of the forces and the Turks sneak in inbetween.",,,,,,,,
1148,3,,,,,,,,Louis arrives in Antioch,"After the army has been defeated at Mount Cadmus and harassed around Lycus the French nobles set out on ships from Lycus, leaving most of the rest of the troops behind to go overland. The peasants on the overland route nearly all die, whilst the nobility faces storms at sea. Eleanor joins Louis to Antioch and meets with her uncle, Raymond of Poitiers.",,,,,,,,
1148,6,24,,,,,,,Council of Acre,"Louis finally arrives in Jerusalem, and together with the regional christian rulers and the german king they meet to discuss what they want to do with the assembled forces, where to attack. The decision is strangely enough made to attack Damascus, the only friendly muslim state. By attacking Damascus, the only friendly muslims are alienated.",,,,,,,,
1148,7,23,,,,,,,Failed siege of Damascus,"The crusaders assemble to siege Damascus, intending to feed on the orchards outside Damascus. However then they reposition to the side without Orchards, run out of water, hear of a force of muslims coming to attack them and decide to retreat. Whilst retreating they are harassed by muslim horse archers.",,,,,,,,
1162,,,,,,,,,Genghis Khan born,"Temujin, one day the great khan and founder of the largest empire. He was born poor but a noble.",,,,,,,,
1189,,,,,,,,,Third Crusade,,,,,,,,,
1202,,,,,,,,,Fourth Crusade,,,,,,,,,
1203,,,,,,,,,Genghis beats Ong Khan and Mamukha,"Genghis beats the two biggest remaining leaders of Mongol tribes, who had teamed up against him fearing his power.",,,,,,,,
1204,,,,,,,,,Crusaders sack Constantinople,,,,,,,,,
1206,1,1,,1260,1,1,,,"Mongol Empire
",Genghis Khan devestates civilisations,,,,,era,,,
1206,,,,,,,,,Genghis sole ruler mongols,Genghis Khan is proclaimed ruler of 'all who dwell in felt tents'.,,,,,,,,
1209,,,,,,,,,Cambridge founded,After 2 researchers got executed at Oxford University,,,,,,,,
1211,,,,,,,,,Kuchlug takes over Khitai,Kuchlug takes over the Khitai empire. Soon it will be over run by the Mongols.,,,,,,,,
1213,,,,,,,,,Fifth Crusade,Defeat of Crusader forces,,,,,,,,
1215,,,,,,,,,Mongols sack Beijing,"Then called Zhongdu, the Mongols under Genghis besiege the city for 2 years. Upon capturing it the city is razed, a million people are killed for displaced.",,,,,,,,
1220,,,,,,,,,Mongols take Bukhara,"Not slaughtering the entire city, the mongols take Bukhara after 15 days of siege.",,,,,,,,
1220,3,,,,,,,,Mongols take Samarkand,"A city of around 100,000. When the defenders charge out, the mongols feigned a retreat and slaughtered most of the defenders on open fields.",,,,,,,,
1220,,,,1223,,,,,Jebe and Subutai raid east-east europe,"Jebe and Subutai lead a 20,000 strong mongol expedition and raid where they defeat the kingdom of Georgia, which was massing to join the 5th crusade. After they beat the Caucasus step tribes, defeat the Kievan Rus' and Cumans.",,,,,,,,
1223,5,31,,,,,,,Battle of the Kalka River,Jebe and Subutai defeat the combined Rus' army after a feigned retreat lasting several days which disorganises the advancing russians.,,,,,,,,
1226,,,,,,,,,Annihilation Western Xia,The Tanguts (or western Xia) had refused to help in Genghis' wars as they promised and they instead joined with the Jin to battle against the Mongols. This brought them no help and Genghis quickly captures many cities north of the yellow river.,,,,,,,,
1227,,,,,,,,,Mongols sack Yinchuan,The second most populous city in China and home of the western xia empire. Their emporer is executed and the city is destroyed. They finish the annihilation of western Xia.,,,,,,,,
1227,8,18,,,,,,,Genghis Khan dies,"During the siege of Yinchuan, genghis dies of an unknown cause. He is taken back to Mongolia and buried in an unknown location.",,,,,,,,
1228,,,,,,,,,"""Sixth Crusade""",,,,,,,,,
1229,,,,,,,,,Ogedei elected Khan,"After a kurultai, Ögedei is chosen to be the next khan.",,,,,,,,
1233,2,26,,,,,,,Mongols loot Kaifeng,"After a siege of about 10 months, the mongols under Subutai loot Kaifeng. This was the capital of the Jin dynasty.",,,,,,,,
1234,2,9,,,,,,,Mongols siege Caizhou,"The emporer of the Jin dynasty had fled here after the siege of Kaifeng. This was with the help from the southern song, who wanted to take Henan province.",,,,,,,,
1237,,,,1240,,,,,Mongol invasion of Rus',"The mongols under a force by Batu Khan conquer large parts of modern Russia, Ukraine and Belarus.After the death of Ogedei this area forms into the Golden Horde.",,,,,,,,
1241,4,9,,,,,,,Battle of Legnica,"Mongols decisively defeat polish forces near Legnica, Silesia in the Kingdom of Poland.",,,,,,,,
1241,4,11,,,,,,,Battle of Mohi,"Mongols decisively defeat between 80,000 and 25,000 hungarians, croatians and knights templar. With some Austrian forces. After this battle the kingdom of Hungary is heavily plundered, losing some 15-25% of its population.",,,,,,,,
1241,,,,,,,,,Ogedei dies,"Ogedei dies, all Mongol forces are recalled for the kurultai, this time a successor is much less clear.",,,,,,,,
1246,,,,,,,,,Guyuk made khan,"This coronation took a long time because Batu of the Golden horde did not want to come, fearing he would be killed.",,,,,,,,
1248,,,,,,,,,Guyuk dies,May have been poisoned but most likely died of natural causes.,,,,,,,,
1251,,,,,,,,,Mongke made khan,,,,,,,,,
1252,,,,,,,,,Pope allows torture inquisition,The Ad extirpands allows torture to be used in the process of uprooting heresy,,,,,,,,
1253,,,,,,,,,Mongols invade Dali Kingdom,"The mongols with a force under Kublai invade the Dali kingdom in Yunnan province to prepare for their upcoming war against the southern song. They quickly win, and despite the Dali killing ambassadors are not massacred entirely. The area is completely pacified by 1256.",,,,,,,,
1258,2,10,,,,,,,Mongols sacked Baghdad,"Marking the end of the Islamic golden age, the Mongols besiege Baghdad for 13 days. The city afterwards was largely depopulated, with the irrigation canals being destroyed. The rivers are said to have run black because of all the ink from books that were destroyed.",,,,,,,,
1259,8,11,,,,,,,Mongke dies,Possibly from dysentry or cholera during the siege of Diayu fortress in Chongqing.,,,,,,,,
1260,9,3,,,,,,,Battle of Ain Jalut,"The mongols under Kitbuga with a force of 10-12,000 go up against the Mamluk Sultanate and are beaten.",,,,,,,,
1260,,,,1279,,,,,Kublai conquest Southern Song,Kublai Khan invades the southern song and afterwards proclaims the Yuan dynasty.,,,,,,,,
1271,,,,,,,,,Ninth Crusade,,,,,,,,,
1279,,,,1368,,,,,Yuan dynasty,Successor to Mongol empire,,,,,,China,,
1307,10,13,,,,,,,Knights templar arrested,"The origin of friday the 13th, all Templar forces in France are seized and their property annexed by the king for money.",,,,,,,,
1324,,,,,,,,,Mansa Musa pilgramige to Mecca,"A devout Muslim, the Mansa of Mali Empire goes on a pilgrimage to Mecca. He brings with him so much gold and gives it away on donations that the entire economy of Cairo, Medina and Mecca had no value for Gold in the next decade. He brought reportedly 60,000 men, each with 1.8kg of gold",,,,,,,,
1325,,,,,,,,,War of the bucket,,https://en.wikipedia.org/wiki/War_of_the_Bucket,,,,,,,
1325,6,20,,,,,,,Tenochtitlan founded,The capital of the Aztec Empire is founded.,,,,,,,,
1337,,,,1453,,,,,Hundred Years' War,A war between rulers of England and France over the French throne. The war gives rise to England and French nationalism. In the end most holdings of England on the continent are given up.,,,,,,,,
1346,,,,1353,,,,,Black Death,,,,,,,,,
1358,,,,,,,,,Hansatic League founded,,,,,,,,,
1368,,,,1644,,,,,Great Wall Ming Constructed,,,,,,,China,,
1368,,,,1644,,,,,Ming dynasty,Mongols rule Mongolia (or north-north china),,,,,,China,,
1371,,,,,,,,,Battle of Maritsa,A small force of ottomans (800) makes a surprise attack on a much larger Serbian force. Through a night raid and fear thousands drown in the river Maritsa when they try to flee form the battle. 20-70k Serbians.,,,,,,,,
1395,,,,,,,,,Timur marches on Moscow,"Timur took Elets and later advanced towards Moscow, but turned back before getting there.",,,,,,,,
1402,7,20,,,,,,,Battle of Ankara,"Timur of the Timurid Empire defeats Sultan Bayezid I of the Ottomans. Timur captures Bayezid, who dies in captivity. Venetian and Genoese ships ferry Ottoman soldiers.",,,,,,,,
1403,,,,1435,,,,,Chinese Treasure Voyages,,,,,,,,,
1405,2,19,,,,,,,Timur dies,"Timur, the great conquerer of Perisa and many other places, dies. He was the first of the Timurid dynasty.",,,,,,,,
1406,,,,,,,,,Jan Hus preaches Wycliffe,Two texts from the reformer Wycliffe are brought to Prague and Jan Hus proudly reads the documents from his Pulpit. He had already served as the rector of the university of Prague before this.,,,,,,,,
1410,,,,,,,,,Hus excommunicated,Jan Hus is excommunicated through a bull from Alexander V.,,,,,,,,
1412,,,,,,,,,Hus condemns indulgences,Jan Hus condemns the indulgences and crusades of the church. He does not receive the support of the university in this but he does receive support from the common people.,,,,,,,,
1412,10,18,,,,,,,Hus appeals to Jesus Christ,"Jan Hus appeals directly to Jesus Christ as the supreme judge, bypassing any laws and structure of the medieval church. A very significant event in the Bohemian reformation.",,,,,,,,
1414,11,3,,,,,,,Council fo Constance,Set out to resolve the western schism and the religious unrest in bohemia. Jan Hus attends and is soon arrested.,,,,,,,,
1415,7,6,,,,,,,Execution Jan Hus,"Being found guilty for his theses, Jan Hus is bound to the stake and burned to death.",,,,,,,,
1419,,,,1434,,,,,Hussite Wars,The pope calls for 4 successive crusades against the Hussite community in Bohemia. None of these work and the Hussite faith is entrenched in Bohemia.,,,,,,,,
1419,7,30,,,,,,,First Defenestration of Prague,7 members of the city council are killed by Czech Hussites.,,,,,,,,
1420,,,,,,,,,Forbidden palace finished,,,,,,,China,,
1444,11,10,,,,,,,Battle of Varna,"The final battle of the Crusade of Varna, attempting to root the ottomans out of europe. The battle involves many european powers including Poland, Hungary, Bohemia, Holy Roman Empire, Teutonic Knights. They are decisively defeated by the Ottomans.",,,,,,,,
1444,5,22,,,,,,,Treaty of Tours,"A truce is signed between Henry VI of England and Charles VII of France in the undred years war. There was to be a marriage of a cousin of Charles to Henry, and the concession of Maine to France. Charles intended to use the peace to secure a military advantage, Henry tried to achieve a lasting peace.",,,,,,,,
1453,,,,,,,,,Fall of Constantinople,,,,,,,,,
1454,,,,1519,,,,,Flower Wars,"To appease the gods, and mainly the war god Huitzilopochtli, the Aztecs and their allies stage a series of ritualized wars against their enemies Tlaxcala. This took place on preset dates in preset places, which became holy sites. These wars were to capture human sacrifices.",,,,,,,,
1455,,,,1487,,,,,War of the Roses,A english civil war between the houses of Lancaster and the house of York.,,,,,,,,
1467,,,,1603,,,,,Sengoku Era,The warring states period of Japanese history. A weak position of the emporer leads to lots of individual small states that war amongst each other and distrust each other.,,,,,,,,
1492,,,,,,,,,Columbus discovers America,,,,,,,,,
1503,,,,,,,,,Mona Lisa finished,,,,,,,,,
1505,,,,,,,,,Leonardo proposes flight,,,,,,,,,
1509,,,,,,,,,Battle of Diu,"The ottoman empire and the republic of venice and the republic of ragusa join forces to defeat the Portuguese from establishing trade routes around Africa, which would destroy the profitable silk road. The ottomans lose and trade opens up for the Portuguese, Dutch and British so that Europeans start to colonise Asia.",,,,,,,,
1512,,,,,,,,,Creation of Adam finished,,,,,,,,,
1513,,,,,,,,,Machiavelli published,"Machiavelli ""publishes"" The Prince",https://en.wikipedia.org/wiki/The_Prince,,,,,,,
1517,,,,,,,,,Protestant Revolution Starts,,,,,,,,,
1519,2,,,1521,8,,,,Spanish conquest Aztec,"The spanish conquest of the Aztec empire, done with the help of many warriors from Tiaxcala.",,,,,,,,
1519,2,,,,,,,,Cortés sails for Mexico,"Cortés has been appointed by the governer of Cuba to lead an expedition to Mexico. However when the governer of Cuba, Velazquez, suspected that Cortez might do more than explore and trade and instead conquer, he ordered Cortez to stop and appointed someone else. A brother of Cortez killed the messenger, and Cortez started his expedition in an act of open mutiny.",,,,,,,,
1519,9,5,,,,,,,Cortés allies Tlaxcalans,After 3 days of fighting and being surrounded by the Tlaxcalans. Cortés manages to build an alliance with the Tlaxcalans as they see Moctezuma as their mutual enemy.,,,,,,,,
1519,10,,,,,,,,Cortés burns down Cholula,"Together with his Tlaxcalan allies, Cortés burns down the second largest city in central mexico. Possibly to instill fear into Moctezuma and the Aztecs.",,,,,,,,
1519,11,,,,,,,,Cortés captures Moctezuma,"Cortés and his men were let into the Aztec capital of Tenochtitlan. This city lies on an island, connected by a few causeways to land. Moctezuma intends to cut off the spanish from retreat and crush them. Cortés manages to capture Moctezuma, and holds indirect rule over Tenochtitlan.",,,,,,,,
1520,5,,,,,,,,Cortés intercepts cuban expedition,"Velazquez sent an expedition commanded by Narvaez to stop Cortés. Cortés outmanouvers the expedition, beats them in a battle and then recruits them to join him, strengthening his numbers.",,,,,,,,
1520,5,,,,,,,,Massacre in the Great Temple of Tenochtitlan,"Cortes left a man behind to command in Tenochtitlan, Alvarado. He gets nervous about being in a city surrounded by hostile peoples, and to strike first kills aztec warriors and women and children during a religious festival. It is claimed a lot of people died, the Aztecs were unarmed.",,,,,,,,
1520,6,30,,,,,,,La Noche Triste,"The sad night. Cortes has returned to Tenochtitlan, where the massacre has taken place. The Aztecs become less commandable by Moctezuma, gaining more hatred for the Spanish. In the end, the Spanish kill Moctezuma. Then the Spanish have to hurry out of Tenochtitlan under cover of darkness. With 1000 spanish and 20,000 native allies against 50,000 aztec warrior. The spanish make a retreat, but lose two-thirds of their Spanish brethern.",,,,,,,,
1520,9,,,,,,,,Smallpox arrives in Mexico,"An outbreak of disease brought by new spanish soldiers hits the Aztecs and Tlaxcalans. For 70 days smallpox rages in Tenochtitlan, and their new leader Emporer Cuitlahuac dies.",,,,,,,,
1521,5,26,,1521,8,13,,,Siege of Tenochtitlan,"Cortes and primarily his Tlaxcalan allies, siege down Tenochtitlan. They first cut off the water supply and blockade the causeways. Then they slowly push further and further into the city through continous battle. After the end of the battle Tenochtitlan is further destroyed, and the foundations for Mexico city are laid. The city was said to be more beautiful than any in europe, with a population greater than all those in europe, save perhaps Naples.",,,,,,,,
1522,,,,,,,,,Magellan circumnavigates Earth,,,,,,,,,
1522,,,,1530,2,,,,Spanish conquest Tarascans,"Spanish conquest the northwest area of mexico/southern united states, the state of the Tarascans.",,,,,,,,
1529,,,,,,,,,First siege of Vienna,"The ottomans are stopped at Vienna, stopping their tide of expansion into central europe. 17k HRE forces beat narrowly 120K ottoman forces. The ottomans had overextended supply lines.",,,,,,,,
1532,,,,,,,,,Spanish capture Inca Emporer,,,,,,,,,
1532,11,16,,,,,,,Pizzaro captures Inca king,"At the Battle of Cajamarca, 180 spanish conquistadors kill 2000 personal attendants/lightly armed guards, take 5000 prisoner and capture Atahualpa, god king of the Inca's.",,,,,,,,
1534,,,,,,,,,Münster Rebellion,"Protestant revolutionairies take over Munster and then get laid siege to, much suffering and torture ensues.",,,,,,,,
1560,,,,,,,,,Nobunaga wins Okehazama,"Oda Nobunaga gathers 2-3k men for a surprise counterattack against a massive allied force of Imagawa Yoshimoto, helped by Matsudaira who were trying to march on Kyoto. Oda surprisingly wins this through a sudden attack whilst Yoshimoto's camp is sleeping. The surprise is total and the Nobunaga clan allies the Tokugawa clan.",,,,,,,,
1568,,,,1648,,,,,Eighty Years War,,,,,,,,,
1569,,,,1580,,,,,Siege of Ishiyama Hongan-ji,"A siege of the main base of the Ikko-ikki, or warrior monks. Oda Nobunaga laid siege to it for 11 years, the longest siege in Japanese history, but finally managed to win and destroy the fort.",,,,,,,,
1571,,,,,,,,,Nobunaga sets fire to mount Hiei,Oda Nobunaga's forces attack the monastry of the Enryaku-ji warrior monks at Mount Hiei. The fortress was completely destroyed and the sight was one 'of unbearable horror' with a reported 20'000 people dying.,,,,,,,,
1572,,,,,,,,,Inca empire conquered,The spanish have completely conquered the Inca empire.,,,,,,,,
1576,11,4,,,,,,,Sack of Antwerp,"Spanish mercenarys sack the city of Antwerp, at the time the cultural and economic capital of northern europe. This spurs antwerp to join the dutch revolt, and turns it from a protestant revolt into a dutch revolt. This also leads to people fleeing Antwerp and enlarging the city of amsterdam.",,,,,,,,
1588,,,,,,,,,Dutch Republic founded,,,,,,,,,
1592,,,,1598,,,,,Japanese invade Korea,"A unified Japan under Toyotomi Hideyoshi invades the Korean peninsula. The Japanese win the land battles but are harassed at sea, and the Ming empire supports the Joseon koreans. After gorilla war the Japanese eventually pull back out of Korea.",,,,,,,,
1612,,,,,,,,,Beemster reclaimed,,,,,,,,,
1616,,,,,,,,,Shakespeare dies,,,,,,,,,
1618,,,,1648,,,,,Thirty Year's War,,,,,,,,,
1618,,,,1644,,,,,Qing conquest of Ming,"Estimated death toll 25,000,000",,,,,,China,,
1622,,,,,,,,,Purmer reclaimed,,,,,,,,,
1629,,,,1640,,,,,Personal Rule Charles,,,,,,,,,
1636,,,,,,,,,Harvard founded,,,,,,,,,
1637,2,,,,,,,,Tulip Mania collapses,,,,,,,,,
1638,,,,1715,,,,,Louis 14th rules France,"Sun King increases french power, centralizes it in monarch. Creates Versailles",,,,,,,,
1642,,,,1651,,,,,English Civil Wars,,,,,,,,,
1644,,,,1912,,,,,Qing dynasty,,,,,,,China,,
1649,1,30,,,,,,,Charles Beheaded,,,,,,,,,
1655,,,,,,,,,Huygens discovers Saturn's rings,,,,,,,,,
1655,,,,1660,,,,,Deluge,Swedish occupation and ravishing of the Polish-Lithuanian commonwealth. The commonwealth loses 1/3rd of its population and its status as a great power.,,,,,,,,
1669,,,,,,,,,VOC richest private company,,,,,,,,,
1678,,,,,,,,,Versailles built,,,,,,,,,
1683,,,,,,,,,Battle of Vienna,"Ottomans are routed by a coalition of the HRE, the Polish-Lithuanian commonwealth and some of Hungary after they lay siege to Vienna for 2 months.",,,,,,,,
1685,,,,,,,,,Code Noir,"Law passed by Louis XIV, regulates the treatment of slaves by masters.",,,,,,,,
1687,7,5,,,,,,,Principia published,"Newton's Mathematical Principles of Natural Philosophy are published, the foundation is laid for classical mechanics.",,,,,,,,
1702,5,15,,1715,7,11,,,War of Spanish Succession,"The death of the last Habsburg king of spain, the infirm and inbred Charles II leads to a large war of the spanish succession. It is for the most part the Dutch, the holy roman empire, great britain vs France, Bavaria with Spanish on both sides. A total of 400k-700k dead.",,,,,,,,
1707,,,,,,,,,Acts of Union 1707,"Having shared a crown and sovereign since 1603, the governments of England and Scotland are joined, forming Great Britain.",,,,,,,,
1713,,,,1740,,,,,Further Militarization Prussia,,,,,,,,,
1720,8,,,,,,,,South Sea Bubble collapses,"After having been supported by parliament and the king, trust in the eventual profitability of the South Sea company collapses. Englands economy is severely damaged. 70 million pounds had been granted directly by the king and parliament to help with 'economic expansion'.",,,,,,,,
1722,,,,,,,,,First partition of Poland,Part of poland divied up between Prussia/Austria/Russia to peacefully divide the weakened state of Poland.,,,,,,,,
1739,,,,1742,,,,,War of Jenkin's Ear,"War between Great Britain and Spanish, brought about as a trade war. Not much changes due to the war, some 25,000 dead, mostly british, mostly naval.",,,,,,,,
1745,8,21,,,,,,,Catherine maries Peter,Catherine the great marries the heir to russia after becoming a member of the Russian Orthodox Church.,,,,,,,,
1751,,,,1757,,,,,Small slave revolt Haiti,"Mackandal leads a black slave revolt, living up in the mountains and raiding sugar plantations, in the end he is captured by the French and burnt at the stake.",,,,,,,,
1754,,,,1763,,,,,Seven Year's War,"Europe in conflict, britain victorious over France. Debt of britain must be handled by increasing taxes in US.",,,,,,,,
1758,,,,,,,,,Rigid caste system Haiti,"A rigid cast system is defined on Saint-Domingue. Blacks and coloureds are seperated into groups based on how much white was in their ancestry. By the 1780's 60% of the coffee of europe came from Saint Doingue, and a 40% of the sugar. Lots of slaves imported to do the labour intensive work of farming this sugar. In 1750 there are 15k whites and 150k slaves, right before the haitian revolution this ballooned to 30k whites and coloureds and 300k slaves. At least 50% of all new slaves who came to Saint Domingue died from tropical diseases.",,,,,,,,
1762,1,5,,,,,,,Peter emporer of Russia,Catherine now empress together with Peter.,,,,,,,,
1762,7,8,,,,,,,Catherine overthrows Peter,"After Peter almost attempts to invade denmark, Catherine steps in and overthrows him with the help of guards.",,,,,,,,
1764,4,5,,,,,,,Sugar Act,,,,,,,,American Revolutionary War,
1765,3,22,,,,,,,Stamp Act,Widespread opposition in British Colonies,,,,,,,American Revolutionary War,
1765,5,29,,,,,,,Virginia Resolves,"Revolutionary sentiment in Virginia, adopted by other colonies.",,,,,,,American Revolutionary War,
1766,3,18,,,,,,,Declaratory Act,"Repealed Stamp Act, but declared UK still has sovereignty over colonies.",,,,,,,American Revolutionary War,
1767,,,,,,,,,Townshend Acts,"Further taxing of the colonies, offer housing to troops, britain may enforce taxes on colonies.",,,,,,,American Revolutionary War,
1767,,,,,,,,,Expulsion of the Jesuits Spain,"The expulsion of the Jesuits from the Spanish Empire caused much unrest in Spanish America, as many learned nobles had been educated by them and they had grown up in south america, leading to exile of many high placed friends. A lot of land is seized by the crown.",,,,,,,,
1768,10,1,,,,,,,Troops stationed in Boston,,,,,,,,American Revolutionary War,
1768,8,1,,,,,,,Boston Non-Importation Agreement,,,,,,,,American Revolutionary War,
1769,,,,,,,,,Catherine inocculated for smallpox,The inocculation of Catherine the great and many nobles helps set up the large scale inocullation against smallpox of large parts of Russia in the following years.,,,,,,,,
1770,3,5,,,,,,,Boston Massacre,,,,,,,,American Revolutionary War,
1773,5,10,,,,,,,Tea Act,Free importation of east india company tea into american colonies,,,,,,,American Revolutionary War,
1773,12,16,,,,,,,Boston Tea Party,,,,,,,,American Revolutionary War,
1775,6,17,,,,,,,Battle of Bunker Hill,British incur heavy losses on victory over Americans,,,,,,,American Revolutionary War,
1775,4,19,,1776,3,17,,,Siege of Boston,Endeding in the Fortification of Dorchester Heights with the Guns from fort Ticonderoga,,,,,,,American Revolutionary War,
1775,6,,,1776,10,,,,Invasion of Quebec,Amongst Benedict Arnold fail to invade Canada,,,,,,,American Revolutionary War,
1776,6,4,,,,,,,Declaration of Independence signed,,https://en.wikipedia.org/wiki/United_States_Declaration_of_Independence,,,,,,American Revolutionary War,
1776,7,,,1777,3,,,,New York Campaign,British gain control of New York City,,,,,,,American Revolutionary War,
1776,1,10,,,,,,,Common Sense published,,,,,,,,American Revolutionary War,
1777,9,11,,,,,,,Battle of Brandywine,"William Howe flanks Washington over a ford, causes Washington to shattered retreats and give up Philadelphia",,,,,,,American Revolutionary War,
1777,10,4,,,,,,,Battle of Germantown,"Washington attacks town north of Philadelphia, loses and retreats Washingtonlike",,,,,,,American Revolutionary War,
1777,8,,,1778,9,,,,Philadelphia campaign,,,,,,,,American Revolutionary War,
1777,9,19,,,,,,,Battles of Saratoga,Americans (Horatio Gates) decisively defeat british forces after british march exhaustingly and miscommunicate about backup.,,,,,,,American Revolutionary War,
1778,2,6,,,,,,,France formally joins Americans,France recognises the Americans as a sovereign country and goes to war with England.,,,,,,,American Revolutionary War,
1778,12,29,,,,,,,"British take Savannah, Georgia",Part of a shift down to Southern colonies,,,,,,,American Revolutionary War,
1778,,,,,,,,,Decree of Free Trade,"Decree by Charles III of Spain, Spanish American ports may now trade directly with one another and most ports in Spain instead of mercantilist policy of only single port in Spain. A larger military is also set up in Spanish America.",,,,,,,,
1779,6,,,,,,,,Spain war Britain,Does not acknowledge seperate United States,,,,,,,American Revolutionary War,
1780,3,29,,1780,5,12,,,Siege of Charleston,,,,,,,,American Revolutionary War,
1780,8,16,,,,,,,Americans lose at Camden,"Battle of Camden, Charles Cornwallis routes the forces of Horatio Gates.",,,,,,,American Revolutionary War,
1780,3,29,,"1781
",6,19,,,Battle over Carolinas,,,,,,,,American Revolutionary War,
1780,12,,,,,,,,Dutch war Britain,,,,,,,,American Revolutionary War,
1781,3,15,,,,,,,Battle of Guilford Court House,Phyrric victory for the british as they drive back 4200 americans with 2100 british regulars,,,,,,,American Revolutionary War,
1781,9,29,,1781,10,19,,,Siege of Yorktown,,,,,,,,American Revolutionary War,
1781,8,19,,1781,9,14,,,Washington March feint,"Washington marches troops 1090km, whilst not giving away he's marching on Yorktown.",,,,,,,American Revolutionary War,
1781,2,2,,,,,,,Articles of Confederation,Dragged on 2 years by Maryland,,,,,,,American Revolutionary War,
1783,9,3,,,,,,,Treaty of Paris,"Fishing rights, restoration of property etc, acknowledgement of the United States",,,,,,,American Revolutionary War,
1783,12,23,,,,,,,Washington prevents army coup,"Resigns commission in ceremony, pleads for men not to go down the path to army revolt.",,,,,,,,
1784,,,,,,,,,Spanish close down Mississippi trade,Americans no longer allowed to ship goods.,,,,,,,,
1786,,,,1787,,,,,Shay's Rebellion,"Uprising against perceived economic injustice of the new government, way taxes worked.",,,,,,,,
1787,5,27,,1787,9,17,,,Constitutional Convention,"Consitution drafted. No proportional representation, otherwise it would be the united states of virginia. The 3/5ths compromise is included here.",,,,,,,Lead-up French Revolution,
1787,,,,,,,,,Prussia invades Netherlands,"France does nothing, revealing they are in deep debt. Prussia only demands reinstatement of Stadtholder in service of England.",,,,,,,Lead-up French Revolution,
1787,8,6,,,,,,,Parlament paris&bordeaux exiled,,,,,,,,Lead-up French Revolution,
1787,2,22,,,,,,,Assembly of Notables,Convened by Calone to be convinced to pass necessary reforms to stave of royal bankruptcy.,,,,,,,Lead-up French Revolution,
1787,5,1,,,,,,,Brienne replaces Calone,"Calone tried to publicise his reforms to gain support, backfired, so king fired Calone. Tries to get greatest critic Brienne to push the reforms through.",,,,,,,Lead-up French Revolution,
1787,5,25,,,,,,,Notables dissolved rejecting Brienne,Assembly of Notables rejects reforms by Brienne (to solve bankruptcy). They are dismissed.,,,,,,,Lead-up French Revolution,
1787,6,27,,,,,,,Edict with Brienne reforms issued,,,,,,,,Lead-up French Revolution,
1787,7,,,,,,,,Parlament rejects edict reforms,"As it is a adjustment/new tax, it must be passed through the parlament.",,,,,,,Lead-up French Revolution,
1787,10,,,,,,,,Parlaments allowed back,,,,,,,,Lead-up French Revolution,
1787,11,,,,,,,,"King pushes through reforms
","To push through monetary reforms, the king calls a Lit de Justice, where the assembly is convened and sits there as the king declares new laws.",,,,,,,Lead-up French Revolution,
