Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
1248,,,,,,,,,Guyuk dies,May have been poisoned but most likely died of natural causes.,,,,,,,,
1251,,,,,,,,,Mongke made khan,,,,,,,,,
1252,,,,,,,,,Pope allows torture inquisition,The Ad extirpands allows torture to be used in the process of uprooting heresy,,,,,,,,
1253,,,,,,,,,Mongols invade Dali Kingdom,"The mongols with a force under Kublai invade the Dali kingdom in Yunnan province to prepare for their upcoming war against the southern song. They quickly win, and despite the Dali killing ambassadors are not massacred entirely. The area is completely pacified by 1256.",,,,,,,,
1258,2,10,,,,,,,Mongols sacked Baghdad,"Marking the end of the Islamic golden age, the Mongols besiege Baghdad for 13 days. The city afterwards was largely depopulated, with the irrigation canals being destroyed. The rivers are said to have run black because of all the ink from books that were destroyed.",,,,,,,,
1259,8,11,,,,,,,Mongke dies,Possibly from dysentry or cholera during the siege of Diayu fortress in Chongqing.,,,,,,,,
1260,9,3,,,,,,,Battle of Ain Jalut,"The mongols under Kitbuga with a force of 10-12,000 go up against the Mamluk Sultanate and are beaten.",,,,,,,,
1260,,,,1279,,,,,Kublai conquest Southern Song,Kublai Khan invades the southern song and afterwards proclaims the Yuan dynasty.,,,,,,,,
1271,,,,,,,,,Ninth Crusade,,,,,,,,,
1279,,,,1368,,,,,Yuan dynasty,Successor to Mongol empire,,,,,,China,,
1307,10,13,,,,,,,Knights templar arrested,"The origin of friday the 13th, all Templar forces in France are seized and their property annexed by the king for money.",,,,,,,,
1324,,,,,,,,,Mansa Musa pilgramige to Mecca,"A devout Muslim, the Mansa of Mali Empire goes on a pilgrimage to Mecca. He brings with him so much gold and gives it away on donations that the entire economy of Cairo, Medina and Mecca had no value for Gold in the next decade. He brought reportedly 60,000 men, each with 1.8kg of gold",,,,,,,,
1325,,,,,,,,,War of the bucket,,https://en.wikipedia.org/wiki/War_of_the_Bucket,,,,,,,
1325,6,20,,,,,,,Tenochtitlan founded,The capital of the Aztec Empire is founded.,,,,,,,,
1337,,,,1453,,,,,Hundred Years' War,A war between rulers of England and France over the French throne. The war gives rise to England and French nationalism. In the end most holdings of England on the continent are given up.,,,,,,,,
1346,,,,1353,,,,,Black Death,,,,,,,,,
1358,,,,,,,,,Hansatic League founded,,,,,,,,,
1368,,,,1644,,,,,Great Wall Ming Constructed,,,,,,,China,,
1368,,,,1644,,,,,Ming dynasty,Mongols rule Mongolia (or north-north china),,,,,,China,,
1371,,,,,,,,,Battle of Maritsa,A small force of ottomans (800) makes a surprise attack on a much larger Serbian force. Through a night raid and fear thousands drown in the river Maritsa when they try to flee form the battle. 20-70k Serbians.,,,,,,,,
1395,,,,,,,,,Timur marches on Moscow,"Timur took Elets and later advanced towards Moscow, but turned back before getting there.",,,,,,,,
1402,7,20,,,,,,,Battle of Ankara,"Timur of the Timurid Empire defeats Sultan Bayezid I of the Ottomans. Timur captures Bayezid, who dies in captivity. Venetian and Genoese ships ferry Ottoman soldiers.",,,,,,,,
1403,,,,1435,,,,,Chinese Treasure Voyages,,,,,,,,,
1405,2,19,,,,,,,Timur dies,"Timur, the great conquerer of Perisa and many other places, dies. He was the first of the Timurid dynasty.",,,,,,,,
1406,,,,,,,,,Jan Hus preaches Wycliffe,Two texts from the reformer Wycliffe are brought to Prague and Jan Hus proudly reads the documents from his Pulpit. He had already served as the rector of the university of Prague before this.,,,,,,,,
1410,,,,,,,,,Hus excommunicated,Jan Hus is excommunicated through a bull from Alexander V.,,,,,,,,
1412,,,,,,,,,Hus condemns indulgences,Jan Hus condemns the indulgences and crusades of the church. He does not receive the support of the university in this but he does receive support from the common people.,,,,,,,,
1412,10,18,,,,,,,Hus appeals to Jesus Christ,"Jan Hus appeals directly to Jesus Christ as the supreme judge, bypassing any laws and structure of the medieval church. A very significant event in the Bohemian reformation.",,,,,,,,
1414,11,3,,,,,,,Council fo Constance,Set out to resolve the western schism and the religious unrest in bohemia. Jan Hus attends and is soon arrested.,,,,,,,,
1415,7,6,,,,,,,Execution Jan Hus,"Being found guilty for his theses, Jan Hus is bound to the stake and burned to death.",,,,,,,,
1419,,,,1434,,,,,Hussite Wars,The pope calls for 4 successive crusades against the Hussite community in Bohemia. None of these work and the Hussite faith is entrenched in Bohemia.,,,,,,,,
1419,7,30,,,,,,,First Defenestration of Prague,7 members of the city council are killed by Czech Hussites.,,,,,,,,
1420,,,,,,,,,Forbidden palace finished,,,,,,,China,,
1444,11,10,,,,,,,Battle of Varna,"The final battle of the Crusade of Varna, attempting to root the ottomans out of europe. The battle involves many european powers including Poland, Hungary, Bohemia, Holy Roman Empire, Teutonic Knights. They are decisively defeated by the Ottomans.",,,,,,,,
1444,5,22,,,,,,,Treaty of Tours,"A truce is signed between Henry VI of England and Charles VII of France in the undred years war. There was to be a marriage of a cousin of Charles to Henry, and the concession of Maine to France. Charles intended to use the peace to secure a military advantage, Henry tried to achieve a lasting peace.",,,,,,,,
1453,,,,,,,,,Fall of Constantinople,,,,,,,,,
1454,,,,1519,,,,,Flower Wars,"To appease the gods, and mainly the war god Huitzilopochtli, the Aztecs and their allies stage a series of ritualized wars against their enemies Tlaxcala. This took place on preset dates in preset places, which became holy sites. These wars were to capture human sacrifices.",,,,,,,,
1455,,,,1487,,,,,War of the Roses,A english civil war between the houses of Lancaster and the house of York.,,,,,,,,
1467,,,,1603,,,,,Sengoku Era,The warring states period of Japanese history. A weak position of the emporer leads to lots of individual small states that war amongst each other and distrust each other.,,,,,,,,
1492,,,,,,,,,Columbus discovers America,,,,,,,,,
1503,,,,,,,,,Mona Lisa finished,,,,,,,,,
1505,,,,,,,,,Leonardo proposes flight,,,,,,,,,
1509,,,,,,,,,Battle of Diu,"The ottoman empire and the republic of venice and the republic of ragusa join forces to defeat the Portuguese from establishing trade routes around Africa, which would destroy the profitable silk road. The ottomans lose and trade opens up for the Portuguese, Dutch and British so that Europeans start to colonise Asia.",,,,,,,,
1512,,,,,,,,,Creation of Adam finished,,,,,,,,,
1513,,,,,,,,,Machiavelli published,"Machiavelli ""publishes"" The Prince",https://en.wikipedia.org/wiki/The_Prince,,,,,,,
1517,,,,,,,,,Protestant Revolution Starts,,,,,,,,,
1519,2,,,1521,8,,,,Spanish conquest Aztec,"The spanish conquest of the Aztec empire, done with the help of many warriors from Tiaxcala.",,,,,,,,
1519,2,,,,,,,,Cortés sails for Mexico,"Cortés has been appointed by the governer of Cuba to lead an expedition to Mexico. However when the governer of Cuba, Velazquez, suspected that Cortez might do more than explore and trade and instead conquer, he ordered Cortez to stop and appointed someone else. A brother of Cortez killed the messenger, and Cortez started his expedition in an act of open mutiny.",,,,,,,,
1519,9,5,,,,,,,Cortés allies Tlaxcalans,After 3 days of fighting and being surrounded by the Tlaxcalans. Cortés manages to build an alliance with the Tlaxcalans as they see Moctezuma as their mutual enemy.,,,,,,,,
1519,10,,,,,,,,Cortés burns down Cholula,"Together with his Tlaxcalan allies, Cortés burns down the second largest city in central mexico. Possibly to instill fear into Moctezuma and the Aztecs.",,,,,,,,
1519,11,,,,,,,,Cortés captures Moctezuma,"Cortés and his men were let into the Aztec capital of Tenochtitlan. This city lies on an island, connected by a few causeways to land. Moctezuma intends to cut off the spanish from retreat and crush them. Cortés manages to capture Moctezuma, and holds indirect rule over Tenochtitlan.",,,,,,,,
1520,5,,,,,,,,Cortés intercepts cuban expedition,"Velazquez sent an expedition commanded by Narvaez to stop Cortés. Cortés outmanouvers the expedition, beats them in a battle and then recruits them to join him, strengthening his numbers.",,,,,,,,
1520,5,,,,,,,,Massacre in the Great Temple of Tenochtitlan,"Cortes left a man behind to command in Tenochtitlan, Alvarado. He gets nervous about being in a city surrounded by hostile peoples, and to strike first kills aztec warriors and women and children during a religious festival. It is claimed a lot of people died, the Aztecs were unarmed.",,,,,,,,
1520,6,30,,,,,,,La Noche Triste,"The sad night. Cortes has returned to Tenochtitlan, where the massacre has taken place. The Aztecs become less commandable by Moctezuma, gaining more hatred for the Spanish. In the end, the Spanish kill Moctezuma. Then the Spanish have to hurry out of Tenochtitlan under cover of darkness. With 1000 spanish and 20,000 native allies against 50,000 aztec warrior. The spanish make a retreat, but lose two-thirds of their Spanish brethern.",,,,,,,,
1520,9,,,,,,,,Smallpox arrives in Mexico,"An outbreak of disease brought by new spanish soldiers hits the Aztecs and Tlaxcalans. For 70 days smallpox rages in Tenochtitlan, and their new leader Emporer Cuitlahuac dies.",,,,,,,,
1521,5,26,,1521,8,13,,,Siege of Tenochtitlan,"Cortes and primarily his Tlaxcalan allies, siege down Tenochtitlan. They first cut off the water supply and blockade the causeways. Then they slowly push further and further into the city through continous battle. After the end of the battle Tenochtitlan is further destroyed, and the foundations for Mexico city are laid. The city was said to be more beautiful than any in europe, with a population greater than all those in europe, save perhaps Naples.",,,,,,,,
1522,,,,,,,,,Magellan circumnavigates Earth,,,,,,,,,
1522,,,,1530,2,,,,Spanish conquest Tarascans,"Spanish conquest the northwest area of mexico/southern united states, the state of the Tarascans.",,,,,,,,
1529,,,,,,,,,First siege of Vienna,"The ottomans are stopped at Vienna, stopping their tide of expansion into central europe. 17k HRE forces beat narrowly 120K ottoman forces. The ottomans had overextended supply lines.",,,,,,,,
1532,,,,,,,,,Spanish capture Inca Emporer,,,,,,,,,
1532,11,16,,,,,,,Pizzaro captures Inca king,"At the Battle of Cajamarca, 180 spanish conquistadors kill 2000 personal attendants/lightly armed guards, take 5000 prisoner and capture Atahualpa, god king of the Inca's.",,,,,,,,
1534,,,,,,,,,Münster Rebellion,"Protestant revolutionairies take over Munster and then get laid siege to, much suffering and torture ensues.",,,,,,,,
1560,,,,,,,,,Nobunaga wins Okehazama,"Oda Nobunaga gathers 2-3k men for a surprise counterattack against a massive allied force of Imagawa Yoshimoto, helped by Matsudaira who were trying to march on Kyoto. Oda surprisingly wins this through a sudden attack whilst Yoshimoto's camp is sleeping. The surprise is total and the Nobunaga clan allies the Tokugawa clan.",,,,,,,,
1568,,,,1648,,,,,Eighty Years War,,,,,,,,,
1569,,,,1580,,,,,Siege of Ishiyama Hongan-ji,"A siege of the main base of the Ikko-ikki, or warrior monks. Oda Nobunaga laid siege to it for 11 years, the longest siege in Japanese history, but finally managed to win and destroy the fort.",,,,,,,,
1571,,,,,,,,,Nobunaga sets fire to mount Hiei,Oda Nobunaga's forces attack the monastry of the Enryaku-ji warrior monks at Mount Hiei. The fortress was completely destroyed and the sight was one 'of unbearable horror' with a reported 20'000 people dying.,,,,,,,,
1572,,,,,,,,,Inca empire conquered,The spanish have completely conquered the Inca empire.,,,,,,,,
1576,11,4,,,,,,,Sack of Antwerp,"Spanish mercenarys sack the city of Antwerp, at the time the cultural and economic capital of northern europe. This spurs antwerp to join the dutch revolt, and turns it from a protestant revolt into a dutch revolt. This also leads to people fleeing Antwerp and enlarging the city of amsterdam.",,,,,,,,
1588,,,,,,,,,Dutch Republic founded,,,,,,,,,
1592,,,,1598,,,,,Japanese invade Korea,"A unified Japan under Toyotomi Hideyoshi invades the Korean peninsula. The Japanese win the land battles but are harassed at sea, and the Ming empire supports the Joseon koreans. After gorilla war the Japanese eventually pull back out of Korea.",,,,,,,,
1612,,,,,,,,,Beemster reclaimed,,,,,,,,,
1616,,,,,,,,,Shakespeare dies,,,,,,,,,
1618,,,,1648,,,,,Thirty Year's War,,,,,,,,,
1618,,,,1644,,,,,Qing conquest of Ming,"Estimated death toll 25,000,000",,,,,,China,,
1622,,,,,,,,,Purmer reclaimed,,,,,,,,,
1629,,,,1640,,,,,Personal Rule Charles,,,,,,,,,
1636,,,,,,,,,Harvard founded,,,,,,,,,
1637,2,,,,,,,,Tulip Mania collapses,,,,,,,,,
1638,,,,1715,,,,,Louis 14th rules France,"Sun King increases french power, centralizes it in monarch. Creates Versailles",,,,,,,,
1642,,,,1651,,,,,English Civil Wars,,,,,,,,,
1644,,,,1912,,,,,Qing dynasty,,,,,,,China,,
1649,1,30,,,,,,,Charles Beheaded,,,,,,,,,
1655,,,,,,,,,Huygens discovers Saturn's rings,,,,,,,,,
1655,,,,1660,,,,,Deluge,Swedish occupation and ravishing of the Polish-Lithuanian commonwealth. The commonwealth loses 1/3rd of its population and its status as a great power.,,,,,,,,
1669,,,,,,,,,VOC richest private company,,,,,,,,,
1678,,,,,,,,,Versailles built,,,,,,,,,
1683,,,,,,,,,Battle of Vienna,"Ottomans are routed by a coalition of the HRE, the Polish-Lithuanian commonwealth and some of Hungary after they lay siege to Vienna for 2 months.",,,,,,,,
1685,,,,,,,,,Code Noir,"Law passed by Louis XIV, regulates the treatment of slaves by masters.",,,,,,,,
1687,7,5,,,,,,,Principia published,"Newton's Mathematical Principles of Natural Philosophy are published, the foundation is laid for classical mechanics.",,,,,,,,
1702,5,15,,1715,7,11,,,War of Spanish Succession,"The death of the last Habsburg king of spain, the infirm and inbred Charles II leads to a large war of the spanish succession. It is for the most part the Dutch, the holy roman empire, great britain vs France, Bavaria with Spanish on both sides. A total of 400k-700k dead.",,,,,,,,
1713,,,,1740,,,,,Further Militarization Prussia,,,,,,,,,
1720,8,,,,,,,,South Sea Bubble collapses,"After having been supported by parliament and the king, trust in the eventual profitability of the South Sea company collapses. Englands economy is severely damaged. 70 million pounds had been granted directly by the king and parliament to help with 'economic expansion'.",,,,,,,,
1722,,,,,,,,,First partition of Poland,Part of poland divied up between Prussia/Austria/Russia to peacefully divide the weakened state of Poland.,,,,,,,,
1739,,,,1742,,,,,War of Jenkin's Ear,"War between Great Britain and Spanish, brought about as a trade war. Not much changes due to the war, some 25,000 dead, mostly british, mostly naval.",,,,,,,,
1745,8,21,,,,,,,Catherine maries Peter,Catherine the great marries the heir to russia after becoming a member of the Russian Orthodox Church.,,,,,,,,
1751,,,,1757,,,,,Small slave revolt Haiti,"Mackandal leads a black slave revolt, living up in the mountains and raiding sugar plantations, in the end he is captured by the French and burnt at the stake.",,,,,,,,
1754,,,,1763,,,,,Seven Year's War,"Europe in conflict, britain victorious over France. Debt of britain must be handled by increasing taxes in US.",,,,,,,,
1758,,,,,,,,,Rigid caste system Haiti,"A rigid cast system is defined on Saint-Domingue. Blacks and coloureds are seperated into groups based on how much white was in their ancestry. By the 1780's 60% of the coffee of europe came from Saint Doingue, and a 40% of the sugar. Lots of slaves imported to do the labour intensive work of farming this sugar. In 1750 there are 15k whites and 150k slaves, right before the haitian revolution this ballooned to 30k whites and coloureds and 300k slaves. At least 50% of all new slaves who came to Saint Domingue died from tropical diseases.",,,,,,,,
1762,1,5,,,,,,,Peter emporer of Russia,Catherine now empress together with Peter.,,,,,,,,
1762,7,8,,,,,,,Catherine overthrows Peter,"After Peter almost attempts to invade denmark, Catherine steps in and overthrows him with the help of guards.",,,,,,,,
1764,4,5,,,,,,,Sugar Act,,,,,,,,American Revolutionary War,
1765,3,22,,,,,,,Stamp Act,Widespread opposition in British Colonies,,,,,,,American Revolutionary War,
1765,5,29,,,,,,,Virginia Resolves,"Revolutionary sentiment in Virginia, adopted by other colonies.",,,,,,,American Revolutionary War,
1766,3,18,,,,,,,Declaratory Act,"Repealed Stamp Act, but declared UK still has sovereignty over colonies.",,,,,,,American Revolutionary War,
1767,,,,,,,,,Townshend Acts,"Further taxing of the colonies, offer housing to troops, britain may enforce taxes on colonies.",,,,,,,American Revolutionary War,
1767,,,,,,,,,Expulsion of the Jesuits Spain,"The expulsion of the Jesuits from the Spanish Empire caused much unrest in Spanish America, as many learned nobles had been educated by them and they had grown up in south america, leading to exile of many high placed friends. A lot of land is seized by the crown.",,,,,,,,
1768,10,1,,,,,,,Troops stationed in Boston,,,,,,,,American Revolutionary War,
1768,8,1,,,,,,,Boston Non-Importation Agreement,,,,,,,,American Revolutionary War,
1769,,,,,,,,,Catherine inocculated for smallpox,The inocculation of Catherine the great and many nobles helps set up the large scale inocullation against smallpox of large parts of Russia in the following years.,,,,,,,,
1770,3,5,,,,,,,Boston Massacre,,,,,,,,American Revolutionary War,
1773,5,10,,,,,,,Tea Act,Free importation of east india company tea into american colonies,,,,,,,American Revolutionary War,
1773,12,16,,,,,,,Boston Tea Party,,,,,,,,American Revolutionary War,
1775,6,17,,,,,,,Battle of Bunker Hill,British incur heavy losses on victory over Americans,,,,,,,American Revolutionary War,
1775,4,19,,1776,3,17,,,Siege of Boston,Endeding in the Fortification of Dorchester Heights with the Guns from fort Ticonderoga,,,,,,,American Revolutionary War,
1775,6,,,1776,10,,,,Invasion of Quebec,Amongst Benedict Arnold fail to invade Canada,,,,,,,,
1776,6,4,,,,,,,Declaration of Independence signed,,https://en.wikipedia.org/wiki/United_States_Declaration_of_Independence,,,,,,American Revolutionary War,
1776,7,,,1777,3,,,,New York Campaign,British gain control of New York City,,,,,,,American Revolutionary War,
1776,1,10,,,,,,,Common Sense published,,,,,,,,American Revolutionary War,
1777,9,11,,,,,,,Battle of Brandywine,"William Howe flanks Washington over a ford, causes Washington to shattered retreats and give up Philadelphia",,,,,,,American Revolutionary War,
1777,10,4,,,,,,,Battle of Germantown,"Washington attacks town north of Philadelphia, loses and retreats Washingtonlike",,,,,,,American Revolutionary War,
1777,8,,,1778,9,,,,Philadelphia campaign,,,,,,,,American Revolutionary War,
1777,9,19,,,,,,,Battles of Saratoga,Americans (Horatio Gates) decisively defeat british forces after british march exhaustingly and miscommunicate about backup.,,,,,,,American Revolutionary War,
1778,2,6,,,,,,,France formally joins Americans,France recognises the Americans as a sovereign country and goes to war with England.,,,,,,,American Revolutionary War,
1778,12,29,,,,,,,"British take Savannah, Georgia",Part of a shift down to Southern colonies,,,,,,,American Revolutionary War,
1778,,,,,,,,,Decree of Free Trade,"Decree by Charles III of Spain, Spanish American ports may now trade directly with one another and most ports in Spain instead of mercantilist policy of only single port in Spain. A larger military is also set up in Spanish America.",,,,,,,,
1779,6,,,,,,,,Spain war Britain,Does not acknowledge seperate United States,,,,,,,American Revolutionary War,
1780,3,29,,1780,5,12,,,Siege of Charleston,,,,,,,,American Revolutionary War,
1780,8,16,,,,,,,Americans lose at Camden,"Battle of Camden, Charles Cornwallis routes the forces of Horatio Gates.",,,,,,,American Revolutionary War,
1780,3,29,,"1781
",6,19,,,Battle over Carolinas,,,,,,,,American Revolutionary War,
1780,12,,,,,,,,Dutch war Britain,,,,,,,,American Revolutionary War,
1781,3,15,,,,,,,Battle of Guilford Court House,Phyrric victory for the british as they drive back 4200 americans with 2100 british regulars,,,,,,,American Revolutionary War,
1781,9,29,,1781,10,19,,,Siege of Yorktown,,,,,,,,American Revolutionary War,
1781,8,19,,1781,9,14,,,Washington March feint,"Washington marches troops 1090km, whilst not giving away he's marching on Yorktown.",,,,,,,American Revolutionary War,
1781,2,2,,,,,,,Articles of Confederation,Dragged on 2 years by Maryland,,,,,,,American Revolutionary War,
1783,9,3,,,,,,,Treaty of Paris,"Fishing rights, restoration of property etc, acknowledgement of the United States",,,,,,,American Revolutionary War,
1783,12,23,,,,,,,Washington prevents army coup,"Resigns commission in ceremony, pleads for men not to go down the path to army revolt.",,,,,,,,
1784,,,,,,,,,Spanish close down Mississippi trade,Americans no longer allowed to ship goods.,,,,,,,,
1786,,,,1787,,,,,Shay's Rebellion,"Uprising against perceived economic injustice of the new government, way taxes worked.",,,,,,,,
1787,5,27,,1787,9,17,,,Constitutional Convention,"Consitution drafted. No proportional representation, otherwise it would be the united states of virginia. The 3/5ths compromise is included here.",,,,,,,,
1787,,,,,,,,,Prussia invades Netherlands,"France does nothing, revealing they are in deep debt. Prussia only demands reinstatement of Stadtholder in service of England.",,,,,,,,
1787,8,6,,,,,,,Parlament paris&bordeaux exiled,,,,,,,,,
1787,2,22,,,,,,,Assembly of Notables,Convened by Calone to be convinced to pass necessary reforms to stave of royal bankruptcy.,,,,,,,,
1787,5,1,,,,,,,Brienne replaces Calone,"Calone tried to publicise his reforms to gain support, backfired, so king fired Calone. Tries to get greatest critic Brienne to push the reforms through.",,,,,,,,
1787,5,25,,,,,,,Notables dissolved rejecting Brienne,Assembly of Notables rejects reforms by Brienne (to solve bankruptcy). They are dismissed.,,,,,,,,
1787,6,27,,,,,,,Edict with Brienne reforms issued,,,,,,,,,
1787,7,,,,,,,,Parlament rejects edict reforms,"As it is a adjustment/new tax, it must be passed through the parlament.",,,,,,,,
1787,10,,,,,,,,Parlaments allowed back,,,,,,,,,
1787,11,,,,,,,,"King pushes through reforms
","To push through monetary reforms, the king calls a Lit de Justice, where the assembly is convened and sits there as the king declares new laws.",,,,,,,,
1788,8,8,,,,,,,Estates General called,Meeting with Estates General to address the debts of the crown.,,,,,,,,
1788,5,,,,,,,,"May edicts
",Edicts by Brienne/King government to limit parlament power. Then be able to push through necessary reforms. Blacks are given citizenship when they are born of 2 free blacks.,,,,,,,,
1788,6,7,,,,,,,Day of the Tiles,"Mob uprising after king tries to stop parlament of Grenoble to meet. Parlament is one of the last money sources for Grenoble, peasants riot. Happened on a market day so more peasants.",,,,,,,,
1788,12,27,,,,,,,Requirements Estates General published,"Double the third, but no conclusion on voting by head or estate. Regular clergymen are allowed to be at the estates general, leading to lots of lower class clergymen instead of high priest officials. Nobles and clergyman allowed to go as third estate. There is much public debate over how the estates general should be constituted.",,,,,,,,
1789,,,,,,,,,"Constitution ratified, bill of rights added",,,,,,,,,
1789,2,4,,,,,,,Washington elected unanimously,,,,,,,,,
1789,1,,,,,,,,"""What is the third estate?"" published","Pamphlet stating ""What is the Third Estate? Everything. What is it now? Nothing. What does it want to be? Something!"" majorily influences sentiments",,,,,,,,
1789,5,5,,,,,,,Estates general opened and quickly dissasembles,"On the second day, a conflict over whether the estates general should vote by head or by estate leads to the third (peasants, twice as big) refusing to meet with the others. Occupy main hall and subgroups meet to organize.",,,,,,,,
1789,6,4,,,,,,,Death heir france,"7 year old Louis Joseph Xavier Fancois dies, Louis 16th is devestated, as well as marrie antoinette.",,,,,,,,
1789,6,10,,,,,,,Third estate meets on their own.,"After clergy and nobility refuse to join in, the third estate meets on its own. Nobility votes by large margin to not join 3rd. Clergy by small margin not to join.",,,,,,,,
1789,6,14,,,,,,,9 clergy join,"Several parish priests (lower level) join the third estate in their meetings, putting pressure on rest of the estate.",,,,,,,,
1789,6,17,,,,,,,National Assembly proclaimed,"After much debating, third estate calls it's meetings the national asssembly.",,,,,,,,
1789,6,20,,,,,,,Tennis Courth Oath,"After the meeting hall is closed by Louis 16th in an effort to restore order, he wants to preside over it later, the national assembly meets in the tennis court and swears that they will not seperate and whereever they are, there is the national assembly.",https://upload.wikimedia.org/wikipedia/commons/7/70/Couder_-_Le_Serment_du_Jeu_de_Paume%2C_20_juin_1789.jpg,,,,,,,
1789,6,23,,,,,,,Assembly disregards Louis 16th,"Louis 16th calls royal seance, invalidates decisions by national assembly saying everything must go through them and orders them to leave. The national assembly goes 'or else?' and stays, Louis 16th lets them.",,,,,,,,
1789,6,27,,,,,,,National assembly acknowledged,Clergy and nobility have now joined them (part of nobility). Legitimized by the king. King orders more reliable military units to Paris.,,,,,,,,
1789,7,11,,,,,,,Necker dismissed,"Necker was wildly popular at the time for trying to keep bread prices low, Parisians riot and burn unpopular customs barriers. Skirmishes with military, french city guards join crowd.",,,,,,,,
1789,7,14,,,,,,,Storming of the Bastille,,https://upload.wikimedia.org/wikipedia/commons/9/99/Prise_de_la_Bastille_IMG_2250.jpg,,,,,,,
1789,7,19,,,,,,,Great Fear,"Many peasants revolted in the country side, attacking manor houses and arming themselves in self defense. This happened after a bad harvest and rumours that nobles were intentionally hording grain to starve out peasants and drive up prices.",,,,,,,,
1789,8,4,,,,,,,Abolition feudalism,National assembly goes through all laws in 1 night and abolishes feudal rights and church levies/rights and much and more in a frenzy.,,,,,,,,
1789,8,26,,,,,,,French Rights of man,"The national assembly adopts the Declaration of the Rights of Man and of the Citizen, drafted by Lafayette. Keeps an active/passive citizen divide.",,,,,,,,
1789,9,11,,,,,,,Suspensive Veto granted,"Louis gets the power of suspensive veto, giving him the power to delay laws for 2 legislative sessions.",,,,,,,,
1789,10,1,,,,,,,Royal guard tramples tricolor,"Rumours of the king's guards trampeling the tricolor of the revolution at a dinner hosted by the royal family spread throughout Paris, cause outrage.",,,,,,,,
1789,10,6,,,,,,,Woman's march on Versailles,"Inflamed by Marat's newspaper, thousands of woman march on versailles to demand the king move to Paris. After hostile tensions and them not leaving, the king agrees.",,,,,,,,
1789,10,19,,,,,,,Assembly meets Paris,"After the king moves to Paris the National Assembly moves as well. The conservatives sit right, the racials sit left, which is the root of our political spectrum. The move causes radicals to bunch together in the city center and grow more radical and organized, the conservatives house on the outskirts of the city to avoid lynching, they spread out and grow disorganized causing radicalization of the assembly.",,,,,,,,
1790,6,19,,,,,,,Hereditary Nobility abolished,National assembly abolishes hereditary nobility.,,,,,,,,
1790,7,12,,,,,,,Oath of Allegiance for clergy,"French Clergy lose special status, require oath of allegiance to government first, not church.",,,,,,,,
1790,7,14,,,,,,,Fête de la Fédération,Feast of the federation is great unifying moment. Highpoint of Lafayette,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Federation.jpg/800px-Federation.jpg,,,,,,,
1791,2,28,,,,,,,Day of Daggers,Lafayette orders arrest of 400 armed aristocrats who were protecting the king. Eventually forcibly removed from palace.,,,,,,,,
1791,4,2,,,,,,,"Mirabeau dies, put in Pantheon","The first person to be put in the Pantheon, to be a hall for national heroes.",,,,,,,,
1791,6,20,,,,,,,Flight to Varennes,"King attempts to escape France, gets caught by postal officer and forcibly escorted back to Paris.",,,,,,,,
1791,8,27,,,,,,,Declaration of Pillnitz,"Prussians and Austrians vow to strenghten french monarchy, French public sees as overt alliance to invade France.",,,,,,,,
1791,9,13,,,,,,,Consitution of 1791,Constitiution accepted by the king. Seperates active and passive citizens.,,,,,,,,
1791,10,1,,,,,,,Legislative Assembly forms,"Robespierre's motion of disinterest means no one from National Assembly is in the Legislative Assembly. No more old nobles in the assembly, just people who have lived with National Assembly measures for 2 years, causes further radicalization of the national government.",,,,,,,,
1791,12,,,,,,,,French ultimatum to Trier,"France disires war to unite disparate factions and root out traitors, thinks it will be easy. Threathen Triet to draw Austria in to war.",,,,,,,,
1791,8,21,,,,,,,Slave uprising Saint Domingue,"The initial slave uprising, planned amidst a voodoo ceremony. A large scale uprising follows where slaves take control of the entire northern provine and the plains. They burn down many plantations",,,,,,,,
1791,11,,,,,,,,First Commission arrives Haiti,"The first three civil commissioners arrive in Haiti to restore order. By this point half the slaves in the north provine, 80,000 are in uprising, Toussaint Louverture holds a post as leader in this army. The whites have striken down a deal to free only ~60 slave leaders and return the rest to slavery because they do not want to negotiate with blacks, think they will win.",,,,,,,,
1792,2,7,,,,,,,Austria Prussia alliance,They formalize an alliance to invade france and defend the monarchy,,,,,,,,
1792,6,20,,,,,,,Tuileries palace invaded,"Louis XVI veto'd laws about troup summoning and priest deportation, and angry mobs surround and invade his palace. Louis XVI makes symbols to show his sympathy.",,,,,,,,
1792,3,20,,,,,,,France wars Austria,The national assembly declares war on the king of Bohemia and Hungary.,,,,,,,,
1792,4,29,,,,,,,French retreat first sight enemy,Near Lille the french soldiers retreat at the first sign of the austrian outposts and muder their general who they accuse of treason. This news spreads to paris.,,,,,,,,
1792,8,9,,,,,,,Revolutionary Paris Commune,"In a revolutionary movement, Georges Danton executes a plot to overthrow the Paris city government, take over and are recognized by the national assembly. Now the de-facto government of Paris and major influence in france.",,,,,,,,
1792,8,10,,,,,,,Storming Tuileries Palace,"National guard of Danton storm Tuleries Palace, slaughter Swiss mercenaries defending king and capture the King.",,,,,,,,
1792,8,19,,,,,,,Lafayette into exile,"After a summons by the revolutionary commune, he fears execution and instead tries to flee to america, is captured and put in comfortable Prussian jail.",,,,,,,,
1792,8,21,,,,,,,First guillotine execution,A royalist Louis Collenot D'Angremont gets the dubious honour of being the first to be executed by the new humane method fo the guillotine.,,,,,,,,
